text_clean,label_final
качество материала просто ужасное. не стоит своих денег.на рукавах отсутствуют бусины,одежда
"платье пошито некачествено, плечо и горловина перекошены, ткань первый слой которая идет как подклад с браком.",одежда
"продавец вообще не отправил товар, два месяца мозг парил, урод.",украшения и аксессуары
"очень понравились брюки. на об 106 и от 84 4xl сели как на меня шили. при росте 163 см длинноваты, но внизу пришита резинка и с её помощью получается подвернуть брюки на нужную длину.",одежда
"кардиган приятный к телу, цвет глубокий бордо, красивый. слава богу, что на параметры 88-67-92 заказала размер s, он прям сводный на мне. по длине зато хорош даже на рост 176",одежда
очень короткий!на рост 160 трусы еле прикрывает!,одежда
ужасное качество! синтетика!просвечивается очень сильно!,одежда
"всё хорошо, но цвет больше коричневый чем серый",одежда
"качество отличное, но размер не подошел хотя заказывала на свой размер",нет товара
размер не соответствует s я тону в этом свитаре будто размер м! качество понравилось мягкий крутой но размеры на жирных телок s мне велико хотя я далеко не худышка все висит на мне,одежда
"я в восторге!! качество отличное, доставка быстрая, размер правильный. буду заказывать у этого продавца ещё!!!!",электроника
"неприятный запах, после стирки не ушел, кнопка очень тугая, сразу отодралась, приклеена была на клей, нитки торчали везде, открыла спор, вернули 200 рублей",нет товара
"это шикарно!! пришло за 2 недели до иркутска, запаха не было, стирки пережила хорошо. боже,это потрясно!!! спасибо большое!    очень советую     ",одежда
"прозрачное до ужаса, ей только полы мыть и то тряпки прочнее будут, чем эта блузка!...",одежда
"качество не такое как ожидала и видела на картинке, размер м оказался мал.",одежда
сегодня получила свою посылку. дошла очень быстро -2 недели. толстовка разочаровала тонким и искусственным материалом. размер подошел. на 46 размер брала ххl.,одежда
"beautiful bra, but a little big for me",одежда
"хорошие маечки. описание соответствуют. пудровая вообще классный ая. хороши под пиджак в офисе. на рост 175 по длине впритык, можно было бы добавить 3-5 см. дошли за месяц до санкт-петербурга",одежда
"заказ не пришел. деньги вернули только тогда, когда вмешался aliexpress",нет товара
"хорошая вещь, но они разной длины  это сильно заметно. если опустить ниже, то резинка не держит и всё скатывается к щиколодке. закатать тоже не вариант - виден шов. пустая трата денег",одежда
очень тоненькая,одежда
"размер м подошёл на вес в 56кг,беременный живот,7 месяцев  качество хорошее,за эти деньги очень даже",электроника
"разочарована. это,скорее,туника, тонкая. однозначно, маломерка. пришло быстро,единственное достоинство. а в кармане я нашла дырку! спасибо,но не рекомендую!",одежда
очень понравилось. смотрится хорошо и теплая,одежда
"хорошее качество ,быстрая доставка",украшения и аксессуары
куртка очень тоненькая.заказывал у другого продавца была немного потолще.а так нормальная.доставка быстрая,одежда
на фото ткань как шелк..на деле не то..ночнушка,одежда
"товар не пришёл . деньги не вернули ещё , продавец не ответил на спор",товары для детей
"мягкий,тёплый. соответствует описанию и фото. пришёл быстро, спасибо продавцу ",одежда
"мне не понравилась фигня с размерами, у меня m размер, а заказала l посчитала лучше на вырост чем меленькая  пришла обтянула капец, как будто s заказала, поэтому берите 2-3 размера больше",нет товара
"велико по размеру,рукава очень длинные и почти доколен.мой рост 162см,вес 85кг,брала 4xl.запах ужасный как будто в краске полоскали.",одежда
"качество хорошее, но опоздала, пришла не вовремя. позже указанного времени",одежда
"качество ужасное, в живую выглядит ужасно, не так как на фото",одежда
"размер подошёл идеально,но на спине ткань гармошкой,ужас",одежда
"пошив ночнушки ужасный ,все в кривь и в кось.на груди сидит плохо ,как будто шили на уши спаниеля .торчит куча ниток из кружева.и ещё очень прилипает к телу ,примагничиваться .не советую",одежда
"спасибо большое продавцу, свитер очень хороший мягкий к телу  без всяких браков  , быстрая доставка в течении 2 недель в саратов, рекомендую",одежда
"хорошее качество,но на высокий рост будут брюки короткие",одежда
"блузка не пришла, но ставлю 5 звезд а честность продовца, деньги вернул сразу.",одежда
трек неотслеживался,одежда
"торчат нитки, шлица плохо прошита",одежда
"очень клевые джинсы...без ниток и запаха, все целое.цвет красивый.продавец молодец все быстро отправил и подарочек положил  браслетик ",одежда
"больше подойдёт на девушку 42 44 размера. на дамах комплектации чуть побольше брюки будут сидеть в облипку. штанишки коротковаты. но в целом заказом довольна! пижама мягкая, к телу приятная. а ещё и цена хорошая! рекомендую.",одежда
"отличная юбка, дошла быстро. кармашки глубокие, подкладка не тянет.",одежда
"юбка оказалась мала, хоть и подбирала ее по размерной таблице. плюс дырки для пуговиц были не прорезаны.",одежда
"куртка тонкая, пуха на капюшоне практически нет, рукава как раз, длина короткая  талия выше  ! брала s , сама ростом 158, вес 51.... вобщем внимательней выбирайте!",одежда
товар не пришел ....деньги не вернули,товары для детей
"брюки все равно короткие, даже размер ххл, на рост 171см, вторые и все равно короткие, доставка быстрая. спасибо",одежда
"время покупателя закончилось, деньги не вернули. не советую. даже одной звезды не стоит.",нет товара
заказ не получила!!!! денег не вернули!!!,украшения и аксессуары
"странный материал, внизу не обработан матерал",одежда
"товар так и не пришёл, деньги не вернули, спор закрыли",нет товара
лучшая покупка на алиэкспресс !!   ,одежда
единственный минус ужасный запах   а так за эти деньги вполне нормальная шапка  ,одежда
мягкая приятная,одежда
"милые колготки, целые, запах есть, но он выветрится",одежда
не понравились как сидят,одежда
"качество хорошее,но большая.постирала,очень села,теперь маленькая.а по качеству хорошая.",одежда
"кофта классная, но есть маленький дефект.",одежда
не понравилось что верх кофты синтэтика,одежда
"кофточка очень понравилась по размеру подошла идеально.быстрая доставка,заказала 07.09,пришла 23.09,в краснодарский край.",электроника
широкое. очень короткое. ткань так себе. но что-нибудь придумаю с ним,одежда
полное несоответствие фото и описания с товаром!!!доставка около месяца.несоответствие длины тела и руковов,нет товара
платье соответствует описанию. доставка быстрая. пришло с браком - дырочка со стрелкой. али по спору вернул деньги. с продавцом не общалась.,электроника
леггинсы супер,одежда
"шло 7 недель!!!!! платье норм,l на 92-80-100 очень хорошо,меньше не надо",одежда
очень довольна покупкой,одежда
"шикарные алладины. псевдо лен, но хорошего качесива. на штанинах щабавные петельки с пуговкой, что бы делать проем для ноги меньше  на 48рус сели отлично.",одежда
good goods and fast delivery. thank you seller.,одежда
"посылка не пришла, и не отслеживалась, открыла спор деньги вернули.",товары для детей
"приехала в челябинск за месяц. по размеру вроде соответствует, рукав и в груди, но по плечам меньше на 3-4 см, немного узковата. рукав в обтяжку. но в принципе носить можно. лучше заказывать на размер больше.",украшения и аксессуары
качество отличное. нет торчащих ниток. но кофта максимум на 44 российский размер,одежда
ужасное качество!!!!!!!куски ткани торчат со всех сторон,одежда
блузка 3xl по описанию на бюст 108 см. факт размер бюст 100. поэтому мала. качество среднее.,одежда
"товар не пришёл, деньги вернули",товары для детей
отличная юбка,одежда
очень плохой заказ. сделано кое-как. нитки торчат. шитье пришито неровно. заказ шел очень долго.,нет товара
классное качество и с размером угадали!,одежда
не соответствует цвет. заказывала желтый пришло цвет горчицы. синтетика. просвечивается. носить не буду.,нет товара
"очень бошьшой вырез, нужно пришить пуговицу.",одежда
меньше месяца до краснодара. размер в размер. пуговки на месте. цвет яркий. запаха нет,одежда
"как только получила, померяла и сразу пошли две стрелки от ластовицы вверх, к спине. размер оказался великоват. надо было брать на размер меньше. с продавцом не общалась.",одежда
"61 день ждал товар, везли наверно на черепахах.больше заказывать тут не буду.",нет товара
что вы мне прислали я разве это заказывала посмотрите внимательно я хочу вернуть очень плохо работаете не советую вас,нет товара
ткань 100  акрил. цена на распродаже в день холостяка была выше чем на день этого отзыва. отправлял долго  отправили только через 2 недели .,одежда
"платье супер,по качеству соответствует своей цене,нитки не торчали ",одежда
синтетика. короткие рукава. на российский м нужно было брать xl,одежда
торчат нитки. заказ шел долго. с размером не угадала.,нет товара
"отличная майка! нитки не торчат, пришла быстро ! закажу еще!",одежда
"отлично сел, закажу ещё других цветов",одежда
"качество материала плохое, сидит ужасно. не советую",одежда
"платье супер, очень приятное, простое и удобное! все швы аккуратные. доставка очень долгая, больше месяца шло, но оправдало все мои ожидания! я довольна!",одежда
"материал плохой,на груди топорщится,сзали лямка слишком длинная",одежда
"плохой материал, заказывала размер l, но пришел маленький размер, нигде не указано, что l.",бытовая техника
на фото длинный топ фактически он короче сантиметров на 10. и смотрится из за этого совсем не так хорошо как на фото,одежда
очень понравился!,одежда
заказ полз очень очень долго. сначало мой заказ отправили не туда. второй раз ждала месяц когда же наконец то все придет.     само платье супер. но уже лето закончилось пока я его дождалась.,одежда
"футболка огромного размера ,качество не то,что указанно на картинке.не соответствует.",одежда
заказала две шапки. голубую и бежевую. пришли хорошего качества но бежевая кривая на макушке.,электроника
хороший выбор,одежда
"качество хорошее, пришло вовремя, размер подошел",одежда
"продавец отправил товар быстро, заказ до воронежской области пришел за 22 дня. пиджак не соответствует описанию, материал из которого он сшит полное  авно!!!! категорически не рекомендую!!!!!",электроника
доставка две недели. вещь абсолютно бесполезная. коеиться и держиться хорошо. но мою обвисшую грудь никак не корректирует,украшения и аксессуары
"толстовка синтетика с ворсом мягким изнутри, в будущем будут катышки, но за эту цену вполне приемлемо.",одежда
"красивая, но очень здоровая на меня",одежда
"отличный бюстгальтер за такие деньги, очень понравился. липнет хорошо, думаю несколько раз в нем можно походить, на постоянную носку он не удобен, куда-нибудь на вечер сходить-отличный вариант   ",бытовая техника
"думала, что они будут ярче и плотнее. скользкие, тонкие, но не прозрачные",одежда
"продавец обманщик. выдал чужой трек,потом просил закрыть спор и обещал выслать снова... хорошо через службу поддержки вернул деньги",нет товара
"доставка быстрая - 2 недели. трикотаж тонкий, тянется как резина, не чистый хлопок, много синтетики. на рост не более 1,5 метра. ощущение делового ширпотреба, цена завышена.",бытовая техника
"юбка класс, но ждали очень долго, 42 дня .",одежда
"продавец прислал мне не тот цвет , вместо тёмно серого прислал светло серый !!!!",украшения и аксессуары
"брала размер м, размеру соответствует. толстовка понравилась, пушистая, пушистая...",одежда
"everything is perfect, i can t find proper words to express how much i love this sweater! it s soft, warm, fits me perfectly and looks expensive   ",одежда
"пальто симпатичное, но для русской зимы не годится. тонкая ткань, без всякого утепления.",одежда
"длина действительно только на ребёнка, литр носить как шарф с руковами, обидно .",одежда
"где мой заказ?написсано,что его получили в другом городеверните деньги или отправте опятья так её ждала!",украшения и аксессуары
ну что могу сказать  огонь!!!за эти деньги супер бюстгалтер!!!на объем 75 и 3 взяла размер 36 80.буду заказывать ещё.,электроника
"товар не понравился. у меня не очень крупные ноги и в комментариях я прочитала что они тянутся, размер всегда носила s,в общем и заказала s, оказались очень велики, я не довольна покупкой.",товары для детей
"футболка понравилась, синтетика конечно, но с такой я знакома, носить можно, не в жару. принт яркий, палитра цветов теплая, l на 46-48 подошёл, пошив аккуратный. доставка бесит, 1.5 месяца сдэк, лучше бы почтой.",одежда
"спасибо , кофта нравится очень, пришло достаточно быстро  ",одежда
"товар не пришёл. заказываю второй раз. в первый раз без претензий, в этот... не дождалась. очень жаль. деньги не вернули.",товары для детей
не соответсвует указанным размерам меньше притом две блузки одного размера а разные по размерам,одежда
посылка не пришла. трек не отслеживался. не рекомендую - деньги на ветер!!!,бытовая техника
"какая-то проблема с пропорциями   на меня рубашка коротковата, широковата, при этом вырез получается слишком большой, нужно что-то поддевать для приличия . хотя фасон сам по. ещё очень красивый, конечно.",одежда
пришли с пятном на штанине,одежда
"очень тонкая кофта, покупала за 819р, своих денег не стоит, выглядит очень жалко",одежда
"качество хорошее, свитер пушистый. но размер не соответствует. он как я поняла единый,т.к никаких обозначений размера нет, рукава короткие - при том что мой рост 165см. вообще не соответствует описанию.",одежда
на 46 брала xl все замечательно! с продавцом не общалась.,одежда
замечательное платье! очень быстро приехало,одежда
очень плохое качество  смотрится отвратительно. дешевка. не рекомендую. размер не соответствует,одежда
не идеально белый цвет. но плотная.,одежда
"цвет вообще не соответствует, мне не понравилась. качество хорошее, но ожидала другого.",одежда
отличная футболка. заказывала s на свой 42 размер .,одежда
на мой 44-46 м-ка впритык. в плечах и груди никакого запаса. воротник прикольный. довольно тонкая.,одежда
"очень неприятная ткань, чистая синтетика, одеваешь на минуту и уже хочется снять",одежда
"очень классное платье!размер идеально подошёл,т.к ткань тянется.доставка месяц.определенно рекомендую продавца,буду заказывать ещё.",одежда
все хорошо! спасибо!,одежда
"очень разочаровало, что имеется шов, в описании его не было",одежда
"юбка мне не понравилась, думала будет немного плотнее, коооькая, но заказ пришел бысто",одежда
"посылка пришла быстро ,трек отслеживался ,брала 2 рубашки с ёжиками .всё аккуратно прошито .по размеру совпало ,я брала м и s.ткань приятная ,хлопок в составе есть .",одежда
"платье очень понравилось, в нескольких местах торчали нитки. платье получила быстро, недели три где то казань ",одежда
нашла дырку на платье,одежда
"на рост 154 рукава короткие..цвет- молочный с желтым отливом, а не белый!!!!! пряжа хоть и мягкая , но очень дёшево смотрится.",одежда
"блузка без вытачек для груди, за счёт чего грудь расплющивается",одежда
"очень приятная к телу, в самый раз, очень понравилось.",одежда
"продавец отправил мне м, а не s и обманул с размерами",электроника
долго доставлялся заказ,украшения и аксессуары
отвратительно. товар.хоть продавец клялся и божился.но так и не пришел. жду денег после спора. категорически нет,нет товара
"юбка хорошо села,ткань очень тонкая и очень плохо пахнет тухлой рыбой .постирала-бесполезно,все равно очень плохо пахнет.",одежда
"ужасно плохо пошито, все швы неровные, ткань тоже отрезана неровно, поэтому трусы все кривые",одежда
фигня.выкинутые деньги.,украшения и аксессуары
"кофтюля классная! цвет насыщенный, материал плотный, качественный, дешманским китаем и не пахнет. облегает конечно мощно. доставка быстрая, 2 недели.",бытовая техника
"платье супер. плотное,цвет как на фото,продавец на связи,товар отслеживался.",одежда
"товар не пришел,деньги не вернули",товары для детей
штаны отстой. на стандартной фигуре сидят совершенно не как на фото.,одежда
очень маленькая! на картинки лучше!,одежда
"не совпадает размер, штаны короткие   ",одежда
"товар пришёл без повреждений. если у вас рост больше 170 см ,не стоит их брать",одежда
пришло очень быстро в москву . всем доволен,одежда
ужасное качество. размер прислали меньше,одежда
"заказ ждали очень очень долго  2 месяца , в итоге ничего не пришло. открыл спор, жду результат. не рекомендую этого продавца.",нет товара
"очень красивое платье, рекомендую. немного большевато в груди. одеваю топ",одежда
"заказывала размер м на свой 44 в самый раз есть немного торчащие нитки но это не страшно ,а так швы ровные вообщем я довольна посылка прибыла в 3 недели в кировскую область",нет товара
голая синтетика. очень низкое качество.,одежда
"заказ получила за 3 недели, трек отслеживался, носочки понравились  и красивые, и плотные, и рисунок хорош. как будут носиться, посмотрим, все хорошо.",товары для детей
"классная пижама,на 44 размер заказала м.села идеально.спасибо продавцу  ",одежда
"блузка очень понравилась.доставка быстрая.выглядит дорого,продавца рекомендую.",одежда
"ткань плотная и твердая, может после стирки станет мягче. синтетика. хоть я не толстая и грудь маленькая, но в груди жмет. не советую.",одежда
прекрасный магазин. отличный товар. дочь очень довольна. супер быстрая доставка. пять звезд с бльшим плюсом.,электроника
очень большая плюс еще и тянется,одежда
"хорошие ,очень быстрая доставка .",украшения и аксессуары
"нуууу, заказ пришёл и ушёл! так как не отслеживалось нормально, деньги теперь не вернуть и оповещяний не было... печально...",нет товара
тонкая приятная ткань. пояс не анатомически высоко.,одежда
"носочки хорошие, только внутри немного грубоваты, много ниток и швов",одежда
"размер больше , чем заявлено в таблице.ткань синтетика.",одежда
"в реальности смотрится не как на фото, а смотрится дешево, одевать можно только дома",одежда
кофта не очень тёплая на 46 48 заказывала xl подошла идеально пришёл за неделю нижний новгород,одежда
на рост 163 идеально и даже ещё с запасом   отлично тянутся муж в восторге,одежда
хрень!!!!! не тратьте деньги!!!,нет товара
очень понравилась куртка 60 кг вес рост 167 заказала м по размеру. спасибо продавцу,одежда
"юбка ужасная, ещё и рваная к тому же!!! прошу вернуть деньги!!!",одежда
"к сожалению,не хлопок...синтетика.посылка шла более 45 дней.",одежда
"материал дешёвый. на фото выглядит в 100 раз лучше, чем на фото.",одежда
не рекомендую ни товар ни продавца .все отвратительно. огромный минус все на дне. позор.,одежда
"блузка шла в течении двух месяцев! я открыла спор, деньги так и не вернули! отвратительно!!!",одежда
"очень качественный свитер, мягкий, такой приятный к телу. мне очень понравился, ношу с удовольствием. правда рукава чуток коротковаты.",одежда
"очень хорошая рубашка, для таких денег качество просто супер",одежда
"долгое отправление, ожидание около 2-х месяцев, кофточка полная синтетика и сильно магнитится, прилипает к телу",одежда
пришел быстро. цвет - жуть. грязный молочный беж...качество на 3...где зад где перед не понятно. носить не комфортно. плотный зимний. швы торчат. не колется но чешется.,одежда
"товар очень непонятный, ткань неприятная и не то, что на фото",одежда
левый карман куртки прошит на зад им пользоваться нельзя!!!! качество куртки неудовлетворительное и согласно таблицы брала xl оказалась большой!!!,одежда
"прошло 3 месяца,а заказ так и не пришёл. трек не отслеживался     по спору денежку вернули.",электроника
"рубашка очень маленькая-на свой 44размер заказала xl ,чтоб была свободной,а в итоге она мне впритык. еще и подкладка лезет",одежда
хорошая футболка на лето.,одежда
"у очков в белой оправе было деформировано стекло, все как будто  плывет  ",одежда
"заказывала l. ,маломерит,хотелось бы на размер больше, но не критично",нет товара
"куртка оказалась скорее на весну чем на зиму,если только носить при температуре 5,10,но не в мороз.размер нормальный,но рукава оказались короткие.",одежда
не соответствует фото.качество другое.    ,одежда
"по размеру, но очень быстро образовались катушки.",одежда
"заказывала темно-синие джинсы, цвет не такой, от фото сильно отличается",одежда
"рубашка на один раз. после первого раза обнаружила такие дырки на швах и на петле для пуговиц. зашить это невозможно. я очень расстроена. а ещё пуговицы к воротнику пришиты, и его не отстегнуть, смотрится не очень.",одежда
"товар отличный, заказывала s-ку, а на вид ка xs. товар с целостью и сохраностью. и на этом спасибо!",бытовая техника
плохое качество и велик размер s. хотя у меня размер s- м.,одежда
"пришли со стрелкой на жопе, носить невозможно     а так приятные на ощупь",одежда
"это просто суперское пальто! наполнитель синтепон, но из-за этого лучше держит форму. заказывала еще такой же пух, он хуже форму держит. теплый, непродуваемый, очень комфортный! доставка 3 нед.",одежда
"пуховик,очень хороший цвет соответствует,мех искусственный,но это не портит.единственное,что взяли на размер больше и не прогадали,подошло.",одежда
ужасное качество. ширпотреб. даже не отутюжено. носить невозможно!!!!,одежда
"это не куртка косуха!!! это какой то текстильный кардиган, ждала с нетерпением, в итоге получила вот это. за эти деньги лучше заказать косуха из экокожи, гораздо лучше будет чем эта тряпочка. подкладки никакой нет",одежда
футболка как на фото. хороший принт. длинная. ткань плотная. мне понравилась.,одежда
"супер, на рост 167 ниже колен",одежда
"товар так и не пришёл, хорошо что хоть вернули деньги.",нет товара
покупкой довольна. за такие деньги не купишь. хлопковая приятная к телу,товары для детей
ужас.лучше бы я этого не покупала.качество-плохое.,одежда
"сарафан оказался довольно большой по бокам, придётся ушивать ,карманы задние какого то фига на спине ,а не на попе ,зато заказ пришёл очень быстро ,чуть меньше месяца",одежда
"размер м на 44 русский, посадка нормальная, не шелковистые. заказ пришёл быстро.",нет товара
"платье скрокно неправильно,санта вверх ногами.открыла спор 300 рублей вернули",одежда
"заказ шёл 1,5 месяца! хотя до этого заказывала у этого же продавца - заказ приходил за 15 дней",нет товара
отличная шапочка!пришла за 10 дней в омск,одежда
"доставка быстрая, материал приятный к телу, стирку в машинке футболка пережила хорошо, заказывала м на русский 44-46   ",одежда
"не приятные носки,покрылись катышками при первой носке",одежда
рекомендую.,одежда
"ну почему нельзя быть внимательнее??? я ведь заказывала размер м!!! а прислали xl!!!! он мне огромный! рубашка очень красивая, качество супер, но я очень расстроена! что делать???",одежда
товар пришел с пятном с продавцом связался открыли спор деньги вернули продавец переживал извинялся ставлю 5 ,товары для детей
доставка очень быстрая.платье просто супер!рекомендую!,одежда
вообще не соответсвует фото. ткань типа футболочной. края не обработаны. нитки болтаются. просто ужас. фотография совсем другой вещи. вместо бахрамешек - куски обрезанной ткани. выбрашенные деньги.,нет товара
"jeans are not warm, ordinary, without a warm lining.",одежда
заказывая розовый. только из за цвета. пришёл цвет не понятно какой - бордовый . покупкой не довольна. обман покупателя!,нет товара
очень приятная к телу советую как на фото красивый,одежда
"на российский размер 46 - l отлично. на рост 174 см рукава по длине не короткие. мои параметры грудь 94, бедра 95.",одежда
качество хорошое..но размер не подошел,одежда
платья разные и не только по цвету. вернули деньги,товары для детей
не заказывайте ничего .товар не пришёл деньги не вернули,нет товара
"рубашка пришла за 8 дней, довольно быстро, рукава оказались короткие, в талии очень широко",одежда
куртка пришла со сломанной деталью,одежда
"куртка классная, размер и описание соответствует, пришла быстро, спасибо!",одежда
"в целом кофточка неплохая, но с лица торчат нитки, которыми пришит лейбл, с изнанки ужасно обработана горловина",одежда
"куртка пришла совсем тонкая, хотя в описании написано наполнитель спрей-скрепленный вата, враньё никакого наполнителя нет, простая тонкая тряпка. не стоит этих денег.",одежда
"кофта шла больше месяца. запах ужасный, пахнет уксусом. везде торчат нитки, так и ещё по указанным продавцом размерам она не подходит. был открыт спор на возврат денег.",одежда
"платье так себе. ткань дешевая, размер xl соответствует максимум нашему 44. на картинке выглядит достойней.",одежда
блузк отличный!!!! подошел идеально,одежда
кофточка супер!!! у меня размер 40-42 подошла!,одежда
"ткань не очень,видно белье, и цвет намного тусклее чем на картинке",одежда
юбка отличная! в приморский край пришла через месяц с момента заказа. на свои параметры 69 -96 заказала l. рекомендую.,одежда
"майку ждала очень сильно, но когда она пришла я разочаровалась такое чувство что спичкой прижгли на спине ... ..",одежда
"шорты подошли размером м на вес 48 кг, рост 175. без внутренней вкладки на которой должен указываться состав.",одежда
"заказываю второй раз, эту блузку взяла для дочки 12 лет, она очень довольна, я тоже ",одежда
"майка хлопок, качество хорошее",одежда
"очень хорошие штаны стреч. на об 100. талия 78.рост 168 брали 3хл. влезли ,с напрягом. думаю подрастянутся, такие уже были.продавец хороший, рекомендую. всех благ ему!",одежда
"заказ пришел достаточно быстро в свердловскую область. очень понравились, размер тоже подошел идеально, буду еще заказывать. продавца рекомендую",одежда
"товар не пришёл. заказывала ещё в марте, уже июль.",товары для детей
"товар так и не пришел, продавец отправил несуществующий номер трека!!!деньги не вернул!!!",нет товара
"размер не соответсвует ,деньги вернули",украшения и аксессуары
"шапка пришла с огромным пятном, не хорошо и не приятно, пятно пахнет мазутом",одежда
"шло очень долго, защита заказа успела кончиться, через неделю после пришло. запах конечно жуткий. xl на мой s чуть свободно. кофта конечно неплохая, но долгая доставка испортила все впечатление",одежда
